comments,tone
 Isi tarah Afghanistan mein dairpa aman ke qiyam ke liye in ki koshishein kitni kamiyab hui,Positive
Han boht ho gya pita b Nikal gya😂,Negative
Gaye bakrio ko poojty,Neutral
My Allahbalsng my All Pakistanis Miss you so much love Pakistan ,Neutral
Koe Meri mali Mdad Karna chahe to cntact ,Neutral
Hamingbird hay yar,Neutral
Yehi nahi Salman Khan ki zindagi kai tanazeaat se bhi ebarat rahi,Negative
Baat kardi aunty ne...! Dil jeet lia... phr bhi mein Imran ko vote dunga....!,Positive
hmmm jo drama bht acha hota hy wo khatam ho jata hy jaldi sy.... :(,Negative
Anna Molka Ahmed ne ibtedai taleem Godlifin and Litemar girls high school Landon se hasil ki.,Neutral
Platform provide kon kar rha?,Neutral
"police pe kyun lanat ho ...10,saal k bachay ko us ke chotay bhai k sambey churriyun k waar kar k marne waley ko tu chaiyee k uski khaal utar dein...police pakrey bhi tu tanqeed ka nishana na pakrey tu bhi kharab..log kusi tarah khush nahi ....is,banday ka apna inner guilt tha k is ne apna gala katney ki koshish ki...is ko koi haq nahi k yeh apni frustration kisi k bachay ko mar kar nikaley....bastard",Negative
 Raghib Ahsan muslim league aur tehreek e Pakistan ke zinda zameer hain aur Raghib Ahsan par mujhe fakhar hai,Positive
aapni ami se kh de meri trf se😂😂,Neutral
Agr Khud Amal nahe karna to na kroo. ,Neutral
Abi b soch kon se gany sun ri 😂😂😂,Neutral
Sahi farmaya,Neutral
"Bushra Ansari is a Pakistani drama actress, presenter, host, comedian, singer and play writer also",Neutral
Acha laga but end main story boring hogaye thi...,Negative
Han tek hy,Neutral
ye aunty tou tu hai. ,Neutral
waqaiii mera yahi dil kerta 😑,Neutral
Haha d0nt open the secrets ,Neutral
Meray liye bhi dua karain Allah mujhay sehet day,Positive
Kissan Package K Elaan Intikhabat Se Qabal Dhandli Hai Budget Me Kyun Elaan Na Kyia FATA Ko KPK K Hissa Hona Chahiye ,Negative
 Mujhe kamil yaqeen hai ke wo Islam aur Hindustan ke liye aik qeemti sarmaya sabit honge,Positive
Plz hr episode ka promo b upload kiya kryn,Neutral
Anmol khazana 1 or anmol khazana 2 dono pharna ha,Neutral
Un Mushkil halat mein bhi Hashim Khan ne Squash se apna rishta nahein tora aur sakht jaddo jahad kerte rahe,Positive
Zer e Ilaaj Walid Se Kagzaat Pr Anghuta Thumb Lagane K Ilzam Mn Senior Anchor Pirzada Mn Griftar ,Negative
1950 mein in ki jorhi ne pehli baar aik TV show ki hosting ke faraiz anjaam diye,Neutral
yaar mene peeche taliyan bajani the,Positive
"Yaad kroge kbhe tm yeh bhi :"")",Neutral
Asal masla yehi hei k wo iss umar mein bhi shadi kr sakta hei ,Negative
 Aap central Iqbal committee ke vice president aur “ Suleman Nadwi committee of Islam ” Karachi ke bunyadi rukun the,Neutral
Shutup yaar,Neutral
Lanat pti walon py,Negative
hahahaha :D,Neutral
Nawaz Sharif/Shahbaz Sharif Supreme Cort k judjo k kanday pai rakh kr hee goli marain gay Employees ko. mojooda tamaam judgues Ch. Iftakhar ki baqiat hain . URE Ch. nawaz sharif ki pithoo ny nawaz ny hee un ko bahal krwaya tha. isi liy yai apny aqa ki har bat ko manty hain.,Neutral
Ahmed Faraz jinho ne aik zamane mein Fauj mein bhi mulazmat ki koshish ki thi,Neutral
Bilkul theek Hazrat baja fermya ap ne,Positive
 Iss tarah Bacha Khan taleem ke liyeh baher na jasake,Negative
Phir us se bari bus main baithay.,Neutral
Khas tor sy frmaya gaya k shaheed zinda hy lakun tum shaooor nhn rakhty.hamary choty damag hyn so Allah ki Allah khud hi jany,Neutral
Nic family Allah app ko nazar bat se bacha de,Positive
" Mujhe is baat ki khushi hai ke main ne 2013 ke games mein infaradi tor par sab se ziyadah 8 gold medals leye the, jo aik record hai",Positive
Ji lg to rha h,Neutral
 General Raheel Sharif ne command and staff college Canada se ezaz ke sath aala taleem pai,Neutral
 Bharat ko Ruse aur Bartania ki mukammal hamayat aur madad hasil thi,Negative
Jo Shakhs ALLAH K Liye 1 Din Aitikaf Karta Hy ALLAH Isko Jahanum Se Zamin Asman K Barabar 3 Guna Door Kar Deta Hy ,Positive
i got the deal 100 percent orignal and perfect cheez mili hai mujko fastest delivery ever t.y game sources and t.y daraz.pk,Positive
.ARY wale Zardari ko dekha rahe hai chutye k bache,Negative
1973 mein Hyderabad mein New Zealand ke khilaf 138 runs aur 7 wicketen lena bhi Intikhab Alam ko nahi bhulta,Positive
CityNews021 Ki Janib Se Kamyab Security Iqdamat Per Police Rangers Ko Khiraj e Tehseen,Positive
Tu khud aa k bol dy,Neutral
Plz promote kardain mara page,Neutral
Agr bn bhi gya naa tOo yaqeen kr us m bhi bht piyari lgaOn gi,Positive
ach sory muh seda,Negative
Bahi sayasat kufrrr ha saaaf bttttt ha qanon sirf Allah ka Calhay ga Muslim country me sayasat ka kaaaam isreal ka ha,Negative
Rangeen mazaj pirni,Positive
kitny logon k gunah hm ne km keye hy,Negative
mere sheer🦁 mere cheety🐯 😘😘😘,Neutral
yehi sab krty hona tm,Neutral
Js Qaom Ka Aghaz Hi IQRA Se Huwa Tha ,Positive
Anokhi jeetay gi :p,Positive
Hahahaha  meesni ifywim 😂😂😂,Negative
Isko dekh kar accounts ke test yad agai,Negative
Beron e mulk basne wale Pakistani jab Watan aate to doston aur aehbaab ki farmaiysh pori karne ke liye barhi tadaad mein in ke cassette tohfatan le kar jate,Positive
uncle ko block kiya hva h warna shukriya kr dety😈😂,Negative
"Pakistan kay elawa foundation jin mumalik mein kam kar rahi hai in mein say chand naam Afghanistan,Iraq, Chechnya, Bosnia, Sudan, Ethiopia aur qudrati afaat sonami say mutasira mumalik kay hain.",Neutral
esko saza dany chahia zaror..,Negative
Poor prosijer bta dain k kis par likhn hy or k say,Neutral
khalari sirf 58 runs dey kar out kiye aur 23 martaba aik inning mein 5 ,Neutral
Ha bhenr ach akele mein chugli kru ity public place ty kanda se t manhun wri panji kanda😂,Negative
Khawah Woh Zalim Ho Ya Mazloom ,Neutral
dubara shuru hony wala hai kia,Neutral
Main ne Jo order kiya wo shirts mujhe nhi bejhi simple colour black green and white bejh di galat chezain dene lag Haya hai ye seller,Negative
 Ap ke walid aik ilm pasand aadmi the,Positive
 Magar mujhe kabhi kisi haseena ki taraf se khoon se likhe aashiqana khatoot nahi mile,Negative
Is ke sath sath inhe kar baar famous TV program kaun Banega Crorepati ke host banne ka sharf bhi hasil hua hai,Neutral
                 (  )  (  ),Neutral
Katni din kane hya,Neutral
ameen han sana no extravagence,Positive
Bajaye ke apni caste walay areas mei kaam karei.,Negative
hahahah phr rehnedo tum :-),Neutral
bura man Jaye ga bechara :D,Negative
tu b yahii krna,Neutral
such a great personality,Positive
:D,Neutral
Javed Miandad kay  musalsal umda kar kardagi ne rang dekhaya aur 1975 ka World Cup ka liye inhe team mein shamil karliya gaya,Positive
Kuch be nahi hoga hum saray America k ghulam hain.,Negative
Babar Afzal bhai mera bi msly ka hlbta dye mere trqee rkee hoi hy,Neutral
Is liye nikala ke tum chor ho pakistan zinda bad pak army zinda bad isi zinda bad imran khan zinda bad go nawaz go﻿,Positive
Mny to phly hi kaha tha,Neutral
"Aakhir mein Saeed Anwar ki zindagi mein aane wali is tabdeeli par nazar daalte hain, jis ne inhe aik sharer aur khalandare naujawan se baresh mazhabi insaan bana diya",Neutral
Humein ese tarz e shayari se roshanaz karaya jis ki phele koi nazir nahi milti,Positive
Jb kaho mi lety....me weli hon.....ab😀,Neutral
Meny pora farz ada Kia Hy ,Positive
 Pakistan ki team aik inning mein to sirf 62 runs bana kar out hogai,Negative
Qilla Saifullah Muslimbagh Se 3 Lashen Mili,Negative
Allah talh app ko ak roz najaat dalygh app ka barosa rab pr jald wo din aygh insahAllah,Positive
men abhi dekhonga youtube pe,Neutral
Wo kachrayy ka dabba h bc,Negative
Colour tab feel na karo apnay karnamay badlo,Neutral
Road Gand me ly lo,Negative
Lekin 1959 se Azam Khan ki kamyabyon aur kamranyon ka daur shooru huwa who char martaba mosalsal British open title jeetne mein kamyab huye jo aik bahat bara karnama tha,Positive
"Daraz bohat acha market hai , hmko bohat pasand hai.. is ne humain sahulat di hai bohat ziada aur koi b cheez hum ghar bethay aram se manga skte hain. Yeh sandal b bohat achi hai , humko pehenne mein bohat araamday lagi hai aur size ka b koi masla nahi hua hai . hum tw bohat khush hai is se aur isko poore number degaa :)
",Positive
Beshak inki baatoon main asar ha jo b sunta ha aahkoon m aanso aa jatey hainAllah pak inko ajr e azeem ata farmaye or hamesha salamat rehkey ameen,Positive
English itne durust tallafuz ke sath bolte the ke school ki aik taqreeb mein soba-e-sarhad ke angrez Chief Commissioner Sir George Compel be ikhteyar keh uthe : �EEE€�EEE Kash main bhi is rawani aur maharat se Pashtu bol sakta,Positive
mera aik vote is aunty ko or dosra gourmey wli aunty ko ,Negative
Bohot achay thay ye trousers. Maine pehn ke bhi dekhen bhot achi fitting hai inki inse bohot mutmaeen hun mein. Yeh comfortable hai bohot.,Positive
"Question: Jis tarah Saeed Ajmal Faisalabad mein cricket academy bana rahe hain, aap ka esa koi iradah hai?",Neutral
humin chahye kc mily ge,Neutral
 Lekin tafseel kahin nahi hai,Neutral
Jini teri zuban chaldi banta tera zehar ha wesay,Negative
1946 mein aik chote se role ke liye pehli baar film sign ki,Neutral
Hmm short mn likha hy to aesy hi hoga na ..,Neutral
Mustafa SAWW waloon k undaz niralay hota hn,Positive
Jo zardari ur nawaz chahty han woe hota ha,Neutral
intizar rahy gha raju rocket 2 ka,Positive
You look good #Admin,Positive
Shahrukh khan ki zindahi ke ibtedai 5 baras India ke city Mangalore mein basar hue  jahan in ke dada us waqt chief engineer ki hesiyat se bandargah par taainaat the,Neutral
Asooloon p soda na krna ... Pakistani idaron ki mazboobi aur khushhaali ki illamat hay. Self made qanoon poori qoam ki barbadi hy. Theme k baad thesis mn hero ka name batain. Pakarmy in each field/ task winner,Positive
"....
Specially chaudhary tmhary py suit krta... 😁😁😁😁😁",Neutral
Diesel Oamba,Neutral
Ek din esa bhi ayega k.. Hum jamu Kashmir ki wadion mai cricket khlengy...,Positive
Younas Khan Ki Nani Baqazai Ilahi Wafat Pa Chuki Hy Nimaz Jenaza 2Bje Shewa Adda Nad di K Kinaray Adda Ki Jayege ,Negative
Hahahahaah kuch ni hota ae preshan na ho,Positive
"1905 mein taqseem Bengal ke mauqey par Sarojini Naidu Hindustan ki qaumi siyasat mein dahil hui aur yun in ka raabta Gopal Krishan Gokhle, Rabindranath Tagore, Ram Swami Ayer, Gandhi Ji, Jawaharlal Nehru aur Quaid e Azam Mohammad Ali Jinnah jaise leaders se hua",Neutral
Well come,Neutral
Ha ha,Neutral
Wak ni maa main badl gi hna,Negative
"Aur to aur wo apne sath hone wali ziyadatiyon par bhi dil ke phaphole phorte nahi, aur kisi kirdar ka naam bata den ye to namumkinat mein se hai",Positive
Angelina Jolie  apni sehat ki taraf se hamesha fikarmand rehti hain,Negative
Ghar ghar ja k nawaz sharif ka pegham do. ,Neutral
jis kom ko aaj tk yeh nai pata hamra deen kya hn hamra islm mai kya hukam hatmy naboot ky bary mai wo docter aafia ko raha kry gy aaj kisi ky lider ny awaz uthai docter afia ky barry nowaiz sharif imrn zrdari koi kisi 1 name bta dy pata nai kb hum logo mai shower ayy gy .,Negative
Waiting for the video,Neutral
ary koi bat nahi beta  ye to meri majbori thi 🤣kiu,Neutral
aur Pakistani tareekh per app nay itnay gehray asrat morattab keyeh kay inka ahatah karna kai jildon ka matqazi hay.,Positive
MQM Ka Ch Nisar K Khilaf Kal Khi Press Club Per Ehtijaj Ka Elaan ,Negative
En mullon ki jahi halat honi chahiea,Negative
Kon kehta hy guzra waqt wapis nai ata Or sb khte hen Ktna Nurani Chehra hy ,Positive
Main to kisi ko support ni krti ,Negative
Imran Niazi YAKATOOT KA DEHSHATGHAAR. ,Negative
Best one being: mehgan peechay se siraiki hai:p,Neutral
 Pir Ali Muhammed Rashdi ne is dauran association ke secretary ki hesiyat se bhi faraiyz anjaam diye,Neutral
Qismat shayad isi ko kehte hain ke Jaya Prada jo bachpan mein Doctor banne ke khuwab dekha karti thin,Neutral
Make-up ka Kamal he sab,Positive
Wth ,Neutral
"Wo 2 May 1969 ko Santa cruise Trinidad and Tobago, West Indies mein paida hue",Neutral
Usman ,Neutral
Allah ham sub ko him at or gerat dye,Positive
Koi umeed mar nahi atti koi soorat nazar nai ati,Negative
 Departmental stores mein goron ko fauqiyat di jati aur restaurant mein inhe qadrey veeraan nashiston par khana khana parhta tha,Negative
PTI waley rozana R A Bazar main aisi he biryani khila rahay hain,Neutral
Yaa gazel send karna,Neutral
 1947 mein Guru Nanak Khalsa college (mujudah Islamiya college) se FSC aur graduation kiya,Neutral
Sajdon say par gaay jo jabeen per nisha to kia......Sajda wo kar k roh e jabeen per nishan rahay,Neutral
Akhir kar British open title Mohibullah ke hisse mein 1962 mein aya yeh sabit qadmi ki fatah thi,Positive
hahahaha,Neutral
esko bahduri nashanay bazi ma mahrat kah rd ay ha aur insani jan ka itna bara risk ni lana chaheya gharor to khuda ko bi pasand ni ha dakh k afsos huwa agar nasha chok jata to?,Negative
Hahahaha kasam sy es semester k haalaat kuch aisy hai  made my day,Positive
Titles ketny unofficial hain.. ,Neutral
to Ghareeb logon ko salam kr lia kro ,Positive
Dehshatgardi Ka Shikar Afrad K Ahlay Khana Or Eid K Roz Apnay Faraiz Nibhany Walo Ku Yaad Rakhiay ,Negative
Haqiqat yeh hai ke main ne un se kaha tha.,Neutral
1 million dollar thi,Neutral
murshad ji ap apne qibla murshad ki end pe killing smile check krain zara,Neutral
Lala ani pa te,Neutral
Shahadat ke waqat Shabbir Sharif ke walden Lahore mein Gulbarg mein market ke qareb rehaish pazer the jab ke un ki ehliya Hazro zila attak mein muqem thein,Neutral
You suggest something,Neutral
Ghreeb k ghr subh kia pkky ga??,Neutral
Sher Aa Nhe Raha Agya Hy Lahore Ne ilzam aur Gaali ki Siasat Mustrad kr Di Maryam Nawaz ,Negative
Daihatsu passo nahi hoti bhai Toyota passo hoti hy,Neutral
" Is ke bad inho ne Hur jamat ko angrezon ke khilaf munazzam kiya, jis par angrez hukomat ne inhe baghi qarar de kar 20 March 1943 ko Hyderabad jail mein phansi de di aur in ke jasd e khaki ko Virsa ke hawale karne ke bajae ghayab kar diya",Negative
api aisa hi hon na kal b,Neutral
"Dunya chal rhe hy or chalti ja rhe hy ""Per mei hoon ruka sa""",Negative
aanti toh gussa e kr gai hain ,Negative
Awww hum log kitty achy han na ,Neutral
Beshak.,Positive
Hahaha my na hti to apka Kya hta😂,Neutral
Shabash khabeesni ..sahi boli aik dum !!,Positive
ALLAH PAK Hazrat sb ko apni khas Rehmat k saya main rakhy Or Lambi umar atta frmaey.(Aameen),Positive
Fazool me drama ltkaya hua h,Negative
 Test matches mein Shahid Afridi 48 wickets bhi hasil kar chuke hain,Neutral
ALLAH ap ko lambi zindgi atta farmye,Positive
Lol 😂,Neutral
good,Positive
ap kamyab bnna chahain gy?😂😂😂,Neutral
"South India se talluq rakhne wali Jaya Prada 3 April 1962 ko riyasat Andhra Pradesh mein Krishna Rao ke ghar paida hue, jo Tamil films ke financer the",Neutral
plz AP khud bol de,Neutral
Ye tu wahan hain na Pakistan main nahi kash hoti aj meray shohar bi zinda hotey meray sath hotey wo ye sab dekh kar dil bohat roya hai mera main dekhti rehay gayi aur meray shohar meray hathou main hi khatam ho gaye thay,Negative
"Intzar ki gharian bht dair se bja krti hain,",Neutral
Paysay ki lalich to Mard aur Aurat dono mai hy. Ameer mard sy shadi har larki ka khawab hota hy. Aur ameer baap ki beti sy shadi har mard ki khwahish hoti hy. Haqeeqat mai hamara maashra kisi aur ki kamai hui dolat ka bohot shoqeen hy !!!,Negative
level ho gya ya tu,Positive
Nahi ye galat he ..Allah humen 70 maa se b ziyada piyar karte hen.so plz post soch k share Karen.thanx,Positive
koi hal ni,Positive
Aisa hi hota ,Neutral
Tehmin Jasmine is ka ghalat istmal b kia ja skta ha.... Koi kisi by gunah ko phansany k lye shrarat b kr skti ha,Negative
                                                   ,Neutral
Ye accent kesa tha,Neutral
islye admin shukar karo..single hone ka rona na ro...,Negative
Well,Neutral
Mathira ne singing ki duniya mien qadam rakhte hue kuch geet record kar liye hain,Positive
Han g blqllll ,Neutral
American apny Qatlon ko lay gya aor aik Muslim beeti ki izzat na bacha sakay.,Negative
Koe jawab daga,Neutral
Wawww re waaaa ye nay nay tips kaha se aa rahy him ,Positive
Razia Sheer Khan: Haqiqat to ye hai ke mayari joggers mehange to hote hain lekin in ka balance bohat acha hota hai jo aap ki karkadagi ko na sirf behtar karta hai balke aap bohat acha mehsos karte hain,Positive
sirf moqa milne ki baat hai agar ye musalsal milte rahe to nataij aur behtar hun ge,Positive
F B Area Men 3 Roz K Doraan 10 Se Zaid Bakray Chori Shehri Ahtiyat Karen ,Negative
Kese kron apply??,Neutral
Yaha is semester k saree teachers ko tag karoo ,Neutral
Phele yar ab ni,Negative
Saqib raza shab ka you tube channel kia ha??,Neutral
. m woo sb kuch private rakhna chahta hoo. k kis amal sy kiya kiya faeedy hoy ,Neutral
meri teamNice joke,Positive
Hello favad khana bhai kesy hi aap,Neutral
Kisi interview ya guftugo ka aik aurbarha aeham nukta yeh hota hai ek maizbaan… Mehmaan ko apni baat kehne ka ziyada se ziyada mauqa de,Positive
Bushra ansari received many more different prizes and awards in her life,Positive
Arhaamur hai ya arhaamar,Neutral
Allaha hum sab ko salamti see rakhy,Positive
acha hua me aj nahi ai warna aisa manhoos din guzarta.,Negative
kaba chowk,Neutral
Bilkul theek kaha,Positive
Next time esa nai ho ga,Neutral
tumhary sath b aysa hee hota naa?,Neutral
Pakistan mein awami saisat ko aik naya rukh aur naya cheyhrah danay walay Muttahida Qaumi Movement kay bani aur Quaid Janab Altaf Hussain 17 September 1953 ko Karachi mein aik ghareb gharanay mein paida huye.,Neutral
 Air land ke Juna Bair Nigtan aur Australia ke Jaif Hint Pakistan yon ke leay sakht hareef ban ker ubhre aur un ke orooj ke dino mein Pakistan almi ejaz sey kai salon tek mahroom raha,Negative
Urva Ajmal,Neutral
2 Afrad Janbahaq 3 Zakhmi Janbahaq Afrad Or Zakhmio Ko Hosp Muntaqil Kerdiya Gya,Negative
                                                              ......,Neutral
"Jatay Jatay Chaghal Mar Gia , Siasat Dan Bun Gia!!!!",Negative
iss page ki posts dekh k tuu q yaad aa jati hae mujhy :/,Negative
Jo huwa wo b butana,Neutral
Jo izatt k like o,Neutral
Han choro😂,Neutral
Bhot khubsurat lag rahi hain subhan allah,Positive
Pahly kalma likh do wasy b ye jahaz nahi mout ka dosra naam ha.itni bus hatchkuly khati jis tra loogo zaleel krty ha.,Negative
